04-01-2019;CH;Match 5 and 1 Star;212,603.10;2;;7
04-01-2019;CH;Match 5;31,511.25;2;;11
04-01-2019;CH;Match 4 and 2 Stars;3,324.40;3;;51
04-01-2019;CH;Match 4 and 1 Star;166.05;94;;1,089
04-01-2019;CH;Match 3 and 2 Stars;138.15;151;;1,827
04-01-2019;CH;Match 4;41.50;326;;3,449
04-01-2019;CH;Match 2 and 2 Stars;29.55;1,580;;22,302
04-01-2019;CH;Match 3 and 1 Star;16.30;3,266;;42,784
04-01-2019;CH;Match 3;10.50;10,437;;125,591
04-01-2019;CH;Match 1 and 2 Stars;17.30;6,586;;107,912
04-01-2019;CH;Match 2 and 1 Star;10.90;33,814;;513,443
04-01-2019;CH;Match 2;5.00;95,894;;1,374,467
04-01-2019;CH;Totals;;152,155;;2,192,933
04-01-2019;AT;Match 5 and 2 Stars;17,000,000.00;0;0.00;Rollover! 0
04-01-2019;AT;Match 5 and 1 Star;147,922.90;0;0.00;7
04-01-2019;AT;Match 5;21,924.50;0;0.00;11
04-01-2019;AT;Match 4 and 2 Stars;2,313.00;2;4,626.00;51
04-01-2019;AT;Match 4 and 1 Star;115.50;55;6,352.50;1,089
04-01-2019;AT;Match 3 and 2 Stars;96.10;92;8,841.20;1,827
04-01-2019;AT;Match 4;28.80;129;3,715.20;3,449
04-01-2019;AT;Match 2 and 2 Stars;20.50;1,125;23,062.50;22,302
04-01-2019;AT;Match 3 and 1 Star;11.30;1,871;21,142.30;42,784
04-01-2019;AT;Match 3;7.30;5,134;37,478.20;125,591
04-01-2019;AT;Match 1 and 2 Stars;12.00;5,386;64,632.00;107,912
04-01-2019;AT;Match 2 and 1 Star;7.50;23,674;177,555.00;513,443
04-01-2019;AT;Match 2;3.40;58,814;199,967.60;1,374,467
04-01-2019;AT;Totals;;96,282;547,372.50;2,192,933
04-01-2019;LU;Match 5 and 2 Stars;17,000,000.00;0;;Rollover! 0
04-01-2019;LU;Match 5 and 1 Star;147,922.90;2;;7
04-01-2019;LU;Match 5;21,924.50;2;;11
04-01-2019;LU;Match 4 and 2 Stars;2,313.00;3;;51
04-01-2019;LU;Match 4 and 1 Star;115.50;94;;1,089
04-01-2019;LU;Match 3 and 2 Stars;96.10;151;;1,827
04-01-2019;LU;Match 4;28.80;326;;3,449
04-01-2019;LU;Match 2 and 2 Stars;20.50;1,580;;22,302
04-01-2019;LU;Match 3 and 1 Star;11.30;3,266;;42,784
04-01-2019;LU;Match 3;7.30;10,437;;125,591
04-01-2019;LU;Match 1 and 2 Stars;12.00;6,586;;107,912
04-01-2019;LU;Match 2 and 1 Star;7.50;33,814;;513,443
04-01-2019;LU;Match 2;3.40;95,894;;1,374,467
04-01-2019;LU;Totals;;152,155;;2,192,933
08-01-2019;BE;Match 5 and 2 Stars;25,825,451.00;0;0.00;Rollover! 0
08-01-2019;BE;Match 5 and 1 Star;806,956.70;1;806,956.70;1
08-01-2019;BE;Match 5;26,849.90;0;0.00;7
08-01-2019;BE;Match 4 and 2 Stars;2,553.60;3;7,660.80;36
08-01-2019;BE;Match 4 and 1 Star;193.40;50;9,670.00;507
08-01-2019;BE;Match 3 and 2 Stars;116.00;96;11,136.00;1,179
08-01-2019;BE;Match 4;61.20;99;6,058.80;1,268
08-01-2019;BE;Match 2 and 2 Stars;20.60;1,313;27,047.80;17,350
08-01-2019;BE;Match 3 and 1 Star;15.00;1,869;28,035.00;25,195
08-01-2019;BE;Match 3;11.80;4,455;52,569.00;60,461
08-01-2019;BE;Match 1 and 2 Stars;11.00;6,794;74,734.00;91,554
08-01-2019;BE;Match 2 and 1 Star;8.10;27,685;224,248.50;373,888
08-01-2019;BE;Match 2;4.10;63,800;261,580.00;896,459
08-01-2019;BE;Totals;;106,165;1,509,696.60;1,467,905
08-01-2019;UK;Match 5 and 2 Stars;23,253,235.00;0;0.00;Rollover! 0
08-01-2019;UK;Match 5 and 1 Star;0.00;0;0.00;1
08-01-2019;UK;Match 5;16,028.20;2;32,056.40;7
08-01-2019;UK;Match 4 and 2 Stars;1,524.40;7;10,670.80;36
08-01-2019;UK;Match 4 and 1 Star;115.40;120;13,848.00;507
08-01-2019;UK;Match 3 and 2 Stars;69.30;286;19,819.80;1,179
08-01-2019;UK;Match 4;36.50;317;11,570.50;1,268
08-01-2019;UK;Match 2 and 2 Stars;12.30;4,224;51,955.20;17,350
08-01-2019;UK;Match 3 and 1 Star;8.90;6,304;56,105.60;25,195
08-01-2019;UK;Match 3;7.00;14,590;102,130.00;60,461
08-01-2019;UK;Match 1 and 2 Stars;6.50;21,536;139,984.00;91,554
08-01-2019;UK;Match 2 and 1 Star;4.80;89,235;428,328.00;373,888
08-01-2019;UK;Match 2;2.40;208,868;501,283.20;896,459
08-01-2019;UK;Totals;;345,489;1,367,751.50;1,467,905
08-01-2019;IE;Match 5 and 2 Stars;25,825,451.00;0;0.00;Rollover! 0
08-01-2019;IE;Match 5 and 1 Star;806,957.00;0;0.00;1
08-01-2019;IE;Match 5;26,850.00;1;26,850.00;7
08-01-2019;IE;Match 4 and 2 Stars;2,554.00;2;5,108.00;36
08-01-2019;IE;Match 4 and 1 Star;193.00;16;3,088.00;507
08-01-2019;IE;Match 3 and 2 Stars;116.00;31;3,596.00;1,179
08-01-2019;IE;Match 4;61.00;36;2,196.00;1,268
08-01-2019;IE;Match 2 and 2 Stars;21.00;457;9,597.00;17,350
08-01-2019;IE;Match 3 and 1 Star;15.00;672;10,080.00;25,195
08-01-2019;IE;Match 3;12.00;1,510;18,120.00;60,461
08-01-2019;IE;Match 1 and 2 Stars;11.00;2,342;25,762.00;91,554
08-01-2019;IE;Match 2 and 1 Star;8.00;9,451;75,608.00;373,888
